"University of California Statewide Integrated Pest Management Program"
"How to Manage Pests: California Weather Data"
"Retrieve data in comma delimited data file format"
" "
"Weather database request:  "
" "
"Time Period: January 1, 1981 to November 23, 2021, retrieved on November 24, 2021"
" (14937 days)"
" "
"To save this text, you can:"
"Select SAVE AS and TEXT from the top menu of your browser, or"
"copy and paste the data to a new document in a word processor"
"and save it as text."
" "
"Note: Only 78% of requested data were available from station DAVIS.T.    See Retrieval Table."
" "
"                     Retrieval Table"
"                     Stations used to fill in missing data"
" "
"                     Data Values  Data Values  Data Values  Data Values  Data Values"
"                        from         from         from         from        Missing"
"Variable             Station      Backup 1     Backup 2     Averages"
"Precipitation        13802           42          928          165            0        "
"                     DAVIS.T      DAVIS.C      DAVIS.A      DAVIS.C      "
"Air Temps, max/min   13584          112         1080          161            0        "
"                     DAVIS.T      DAVIS.C      DAVIS.A      DAVIS.C      "
"Air Temps, observed  12631            0            0            0         2306        "
"                     DAVIS.T      none         none         none         "
"Soil Temps, max/min  13225           88            0         1624            0        "
"                     DAVIS.T      DAVIS.C      none         DAVIS.C      "
"Solar Radiation       1298        12773          148          718            0        "
"                     DAVIS.T      DAVIS.A      ZAMORA.A     DAVIS.A      "
"Wind Speed & Dir     13119            0            0            0         1818        "
"                     DAVIS.T      none         none         none         "
"Weather Condition    13428            0            0            0         1509        "
"                     DAVIS.T      none         none         none         "
"Pan Evaporation      13305            0            0         1632            0        "
"                     DAVIS.T      none         none         DAVIS.C      "
"Bulb Temps            9795            0            0            0         5142        "
"                     DAVIS.T      none         none         none         "
" "
"Variable   Description                   Units"
"   1       Database name                 "
"   2       Date: year,month,day          yyyymmdd"
"   3       Observation time              hhmm"
"   4       Precipitation, amount         Inches"
"   5       Precipitation, type           (coded)"
"   6       Air temperature, maximum      Fahrenheit"
"   7       Air temperature, minimum      Fahrenheit"
"   8       Air temperature, observed     Fahrenheit"
"   9       Weather conditions            (coded)"
"  10       Wind, direction               N,NE,E,SE,S,SW,W,NW, 0=calm"
"  11       Wind, speed                   Miles per hour"
"  12       Bulb temperature, wet         Fahrenheit"
"  13       Bulb temperature, dry         Fahrenheit"
"  14       Soil temperature, maximum     Fahrenheit"
"  15       Soil temperature, minimum     Fahrenheit"
"  16       Pan evaporation               Inches"
"  17       Solar radiation               Langleys"
"  18       Reference evapotranspiration  Inches"
"  19       Relative humidity, minimum    Percent"
"  20       Relative humidity, maximum    Percent"
" "
"Station","Date","Time","Precip","type","Air max","min","obs","Wx","Wind dir","speed","Bulb wet","dry","Soil max","min","Evap","Solar","ETo","RH max","min"
DAVIS.T,19810126,800,0.11,,50,36,,R,,,44.0,44.0,51,42,0.06,181,,,,
DAVIS.T,19810127,800,1.01,,53,44,,PC,,,48.0,49.0,50,47,0.00,192,,,,
DAVIS.T,19810128,800,0.86,,56,49,,PC,,,47.0,51.0,53,49,0.01,210,,,,
DAVIS.T,19810129,800,0.74,,55,41,,PC,,,42.0,43.0,55,47,0.01,207,,,,
DAVIS.T,19810130,800,0.00,,54,38,,PC,,,41.0,42.0,56,46,0.05,196,,,,
DAVIS.T,19810131,800,0.00,,56,33,,CY,,,36.0,37.0,55,43,0.04,198,,,,
DAVIS.T,19810201,800,0.00,,56,32,,PC,,,35.0,36.0,56,43,0.08,213,,,,
DAVIS.T,19810202,800,0.00,,60,36,,PC,,,39.0,40.0,58,42,0.06,209,,,,
DAVIS.T,19810203,800,0.00,,61,32,,C,,,34.0,35.0,58,44,0.07,218,,,,
DAVIS.T,19810204,800,0.00,,61,34,,C,,,36.0,37.0,58,43,0.08,241,,,,
DAVIS.T,19810205,800,0.00,,56,36,,PC,,,42.0,42.0,55,44,0.07,240,,,,
DAVIS.T,19810206,800,0.00,,55,41,,PC,,,43.0,44.0,56,47,0.02,211,,,,
DAVIS.T,19810207,800,0.00,,55,39,,PC,,,41.0,42.0,55,48,0.07,209,,,,
DAVIS.T,19810208,800,0.00,,52,42,,PC,,,43.0,44.0,52,48,0.03,216,,,,
DAVIS.T,19810209,800,0.06,R,61,42,,CY,,,44.0,45.0,60,48,0.02,248,,,,
DAVIS.T,19810210,800,0.00,,58,40,,PC,,,46.0,46.0,57,48,0.09,247,,,,
DAVIS.T,19810211,800,0.13,R,65,45,,C,,,52.0,53.0,62,48,0.02,239,,,,
DAVIS.T,19810212,800,0.00,,64,45,,CY,,,49.0,50.0,64,52,0.05,224,,,,
DAVIS.T,19810213,800,0.11,R,61,48,,R,,,52.0,52.0,58,51,0.07,250,,,,
DAVIS.T,19810214,800,0.22,R,65,52,,PC,,,55.0,57.0,66,56,0.24,269,,,,
DAVIS.T,19810215,800,0.00,,66,46,,PC,,,48.0,49.0,67,54,0.11,237,,,,
DAVIS.T,19810216,800,0.00,,68,43,,PC,,,47.0,48.0,64,52,0.09,226,,,,
DAVIS.T,19810217,800,0.01,R,66,48,,PC,,,54.0,56.0,66,53,0.06,242,,,,
DAVIS.T,19810218,800,0.00,,73,42,,C,,,47.0,50.0,70,54,0.12,263,,,,
DAVIS.T,19810219,800,0.00,,68,50,,C,,,53.0,54.0,67,53,0.12,239,,,,
DAVIS.T,19810220,800,0.00,,60,42,,C,,,40.0,47.0,62,53,0.18,262,,,,
DAVIS.T,19810221,800,0.00,,69,44,,PC,,,42.0,50.0,68,54,0.54,249,,,,
DAVIS.T,19810222,800,0.00,,69,38,,PC,,,42.0,44.0,67,52,0.18,286,,,,
DAVIS.T,19810223,800,0.00,,65,38,,PC,,,48.0,50.0,65,52,0.13,288,,,,
DAVIS.T,19810224,800,0.04,R,57,43,,PC,,,45.0,48.0,60,52,0.17,276,,,,
DAVIS.T,19810225,800,0.01,R,55,40,,PC,,,43.0,44.0,60,50,0.11,298,,,,
DAVIS.T,19810226,800,0.02,R,55,36,,PC,,,44.0,45.0,56,48,0.08,276,,,,
DAVIS.T,19810227,800,0.06,R,60,37,,PC,,,41.0,42.0,62,48,0.04,282,,,,
DAVIS.T,19810228,800,0.00,,55,39,,PC,,,43.0,45.0,55,50,0.07,303,,,,
DAVIS.T,19810301,800,0.12,R,58,44,,R,,,45.0,47.0,57,50,0.02,288,,,,
DAVIS.T,19810302,800,0.01,R,59,45,,C,,,48.0,49.0,61,50,0.05,308,,,,
DAVIS.T,19810303,800,0.00,,60,36,,F+,,,39.0,42.0,60,48,0.06,309,,,,
DAVIS.T,19810304,800,0.19,R,52,42,,R,,,47.0,48.0,54,48,0.08,310,,,,
DAVIS.T,19810305,800,0.16,R,62,37,,C,,,41.0,45.0,60,46,0.03,282,,,,
DAVIS.T,19810306,800,0.00,,63,37,,F+,,,41.0,41.0,66,46,0.29,342,,,,
DAVIS.T,19810307,800,0.00,,65,40,,PC,,,47.0,48.0,65,49,0.12,341,,,,
DAVIS.T,19810308,800,0.00,,68,41,,C,,,47.0,48.0,68,52,0.10,346,,,,
DAVIS.T,19810309,800,0.00,,72,40,,C,,,48.0,50.0,71,52,0.10,352,,,,
DAVIS.T,19810310,800,0.00,,72,43,,HZ,,,49.0,52.0,71,53,0.12,327,,,,
DAVIS.T,19810311,800,0.00,,71,41,,PC,,,50.0,52.0,72,54,0.17,390,,,,
DAVIS.T,19810312,800,0.00,,63,40,,HZ,,,48.0,50.0,68,55,0.15,329,,,,
DAVIS.T,19810313,800,0.00,,59,44,,C,,,45.0,47.0,67,56,0.14,367,,,,
DAVIS.T,19810314,800,0.00,,60,42,,PC,,,47.0,49.0,66,56,0.16,360,,,,
DAVIS.T,19810315,800,0.03,R,51,44,,R,,,46.0,47.0,56,56,0.08,387,,,,
DAVIS.T,19810316,800,1.08,R,61,37,,PC,,,46.0,47.0,63,50,0.00,335,,,,
DAVIS.T,19810317,800,0.00,,63,40,,PC,,,41.0,47.0,64,50,0.17,381,,,,
DAVIS.T,19810318,800,0.00,,53,43,,C,,,48.0,48.0,57,50,0.20,392,,,,
DAVIS.T,19810319,800,0.50,R,57,48,,R,,,49.0,50.0,60,53,0.01,403,,,,
DAVIS.T,19810320,800,0.13,R,55,38,,PC,,,46.0,47.0,56,48,0.04,382,,,,
DAVIS.T,19810321,800,0.32,R,62,39,,PC,,,48.0,50.0,60,49,0.08,401,,,,
DAVIS.T,19810322,800,0.00,,65,45,,C,,,52.0,54.0,67,52,0.07,381,,,,
DAVIS.T,19810323,800,0.00,,67,40,,PC,,,47.0,49.0,71,52,0.07,344,,,,
DAVIS.T,19810324,800,0.00,,66,40,,PC,,,48.0,50.0,69,52,0.13,399,,,,
DAVIS.T,19810325,800,0.52,R,64,49,,R,,,55.0,55.0,64,54,0.13,409,,,,
DAVIS.T,19810326,800,0.05,R,62,44,,PC,,,46.0,51.0,69,53,0.11,408,,,,
DAVIS.T,19810327,800,0.00,,69,40,,C,,,47.0,55.0,70,52,0.16,438,,,,
DAVIS.T,19810328,800,0.00,,73,43,,C,,,49.0,52.0,75,53,0.34,470,,,,
DAVIS.T,19810329,800,0.00,,65,49,,C,,,52.0,58.0,73,54,0.22,439,,,,
DAVIS.T,19810330,800,0.00,,64,34,,C,,,42.0,48.0,70,52,0.21,464,,,,
DAVIS.T,19810331,800,0.00,,63,37,,PC,,,48.0,51.0,68,54,0.22,458,,,,
DAVIS.T,19810401,800,0.00,,64,43,,PC,,,47.0,52.0,72,54,0.17,472,,,,
DAVIS.T,19810402,800,0.00,,68,42,,C,,,44.0,52.0,71,55,0.25,460,,,,
DAVIS.T,19810403,800,0.00,,67,35,,C,,,45.0,52.0,73,54,0.29,474,,,,
DAVIS.T,19810404,800,0.00,,75,40,,C,,,47.0,57.0,75,54,0.22,477,,,,
DAVIS.T,19810405,800,0.00,,76,41,,C,,,51.0,56.0,78,56,0.30,485,,,,
DAVIS.T,19810406,800,0.00,,71,43,,C,,,47.0,56.0,76,58,0.21,486,,,,
DAVIS.T,19810407,800,0.00,,72,43,,C,,,46.0,57.0,77,60,0.33,467,,,,
DAVIS.T,19810408,800,0.00,,69,37,,C,,,47.0,52.0,77,58,0.30,487,,,,
DAVIS.T,19810409,800,0.00,,72,40,,C,,,49.0,52.0,78,58,0.19,501,,,,
DAVIS.T,19810410,800,0.00,,67,41,,PC,,,47.0,52.0,76,59,0.25,500,,,,
DAVIS.T,19810411,800,0.00,,68,36,,,,,45.0,50.0,77,56,0.25,477,,,,
DAVIS.T,19810412,800,0.00,,72,36,,,,,45.0,51.0,75,57,0.20,469,,,,
DAVIS.T,19810413,800,0.00,,78,37,,,,,49.0,57.0,79,58,0.23,530,,,,
DAVIS.T,19810414,800,0.00,,80,39,,,,,50.0,55.0,82,58,0.29,517,,,,
DAVIS.T,19810415,800,0.00,,76,40,,,,,50.0,55.0,78,61,0.28,498,,,,
DAVIS.T,19810416,800,0.00,,78,42,,,,,50.0,54.0,81,61,0.26,456,,,,
DAVIS.T,19810417,800,0.00,,78,50,,PC,,,57.0,63.0,82,62,0.22,492,,,,
DAVIS.T,19810418,800,0.00,,63,48,,PC,,,53.0,56.0,71,64,0.33,511,,,,
DAVIS.T,19810419,800,0.22,R,54,49,,R,,,50.0,51.0,62,61,0.12,496,,,,
DAVIS.T,19810420,800,0.14,R,67,39,,F,,,49.0,50.0,73,55,0.00,501,,,,
DAVIS.T,19810421,800,0.00,,78,45,,PC,,,54.0,57.0,80,56,0.12,515,,,,
DAVIS.T,19810422,800,0.00,,85,56,,C,,,58.0,68.0,86,60,0.30,513,,,,
DAVIS.T,19810423,800,0.00,,86,54,,C,,,60.0,67.0,87,67,0.30,492,,,,
DAVIS.T,19810424,800,0.00,,81,51,,PC,,,57.0,64.0,85,67,0.38,523,,,,
DAVIS.T,19810425,800,0.00,,66,48,,PC,,,52.0,57.0,72,66,0.36,538,,,,
DAVIS.T,19810426,800,0.04,R,67,41,,C,,,48.0,54.0,74,59,0.06,568,,,,
DAVIS.T,19810427,800,0.00,,82,46,,C,,,51.0,62.0,79,60,0.26,585,,,,
DAVIS.T,19810428,800,0.00,,92,62,,C,,,60.0,74.0,86,62,0.66,540,,,,
DAVIS.T,19810429,800,0.00,,94,55,,PC,,,63.0,73.0,90,68,0.57,546,,,,
DAVIS.T,19810430,800,0.00,,95,58,,HZ,,,66.0,74.0,92,70,0.31,561,,,,
DAVIS.T,19810501,800,0.00,,91,51,,C,,,59.0,65.0,91,72,0.42,557,,,,
DAVIS.T,19810502,800,0.00,,76,45,,C,,,52.0,62.0,87,70,0.47,532,,,,
DAVIS.T,19810503,800,0.00,,79,45,,C,,,51.0,60.0,86,68,0.32,561,,,,
DAVIS.T,19810504,800,0.00,,75,42,,C,,,48.0,60.0,84,68,0.37,564,,,,
DAVIS.T,19810505,800,0.00,,77,45,,PC,,,47.0,59.0,82,66,0.39,560,,,,
DAVIS.T,19810506,800,0.00,,77,45,,C,,,47.0,61.0,81,66,0.43,538,,,,
DAVIS.T,19810507,800,0.00,,81,44,,C,,,51.0,65.0,85,64,0.52,572,,,,
DAVIS.T,19810508,800,0.00,,86,47,,C,,,53.0,69.0,86,66,0.41,603,,,,
DAVIS.T,19810509,800,0.00,,87,53,,PC,,,59.0,72.0,90,71,0.50,596,,,,
DAVIS.T,19810510,800,0.00,,87,46,,C,,,55.0,64.0,91,71,0.37,604,,,,
DAVIS.T,19810511,800,0.00,,86,64,,C,,,53.0,70.0,90,72,0.49,623,,,,
DAVIS.T,19810512,800,0.00,,87,57,,C,,,54.0,70.0,90,73,0.54,604,,,,
DAVIS.T,19810513,800,0.00,,84,50,,C,,,58.0,68.0,88,72,0.52,604,,,,
DAVIS.T,19810514,800,0.00,,77,52,,C,,,54.0,62.0,86,72,0.51,595,,,,
DAVIS.T,19810515,800,0.00,,77,54,,PC,,,53.0,62.0,87,72,0.35,586,,,,
DAVIS.T,19810516,800,0.00,,77,46,,C,,,46.0,59.0,84,68,0.38,604,,,,
DAVIS.T,19810517,800,0.00,,79,46,,PC,,,54.0,65.0,84,69,0.51,594,,,,
DAVIS.T,19810518,800,0.05,R,70,56,,PC,,,58.0,60.0,77,70,0.25,607,,,,
DAVIS.T,19810519,800,0.04,R,69,50,,PC,,,52.0,59.0,78,65,0.24,595,,,,
DAVIS.T,19810520,800,0.01,R,75,42,,C,,,53.0,59.0,84,63,0.17,623,,,,
DAVIS.T,19810521,800,0.00,,78,48,,C,,,57.0,63.0,87,64,0.34,622,,,,
DAVIS.T,19810522,800,0.00,,85,52,,PC,,,58.0,64.0,90,69,0.32,652,,,,
DAVIS.T,19810523,800,0.00,,88,57,,PC,,,61.0,72.0,94,74,0.37,625,,,,
DAVIS.T,19810524,800,0.00,,88,59,,PC,,,62.0,70.0,94,77,0.40,627,,,,
DAVIS.T,19810525,800,0.03,R,83,62,,PC,,,64.0,69.0,87,77,0.33,635,,,,
DAVIS.T,19810526,800,0.00,,83,55,,PC,,,60.0,66.0,90,73,0.33,629,,,,
DAVIS.T,19810527,800,0.00,,95,55,,C,,,65.0,73.0,94,74,0.28,619,,,,
DAVIS.T,19810528,800,0.00,,97,53,,HZ,,,60.0,70.0,97,76,0.54,596,,,,
DAVIS.T,19810529,800,0.00,,88,53,,C,,,59.0,68.0,94,77,0.46,643,,,,
DAVIS.T,19810530,800,0.00,,88,55,,C,,,58.0,71.0,96,76,0.46,631,,,,
DAVIS.T,19810531,800,0.00,,94,55,,C,,,60.0,73.0,97,77,0.39,634,,,,
DAVIS.T,19810601,800,0.00,,84,53,,C,,,58.0,67.0,90,77,0.53,641,,,,
DAVIS.T,19810602,800,0.00,,88,59,,HZ,,,58.0,66.0,95,76,0.44,655,,,,
DAVIS.T,19810603,800,0.00,,93,55,,C,,,61.0,75.0,96,76,0.42,619,,,,
DAVIS.T,19810604,800,0.00,,103,63,,C,,,63.0,85.0,98,78,0.58,609,,,,
DAVIS.T,19810605,800,0.00,,103,65,,PC,,,65.0,85.0,102,82,0.72,653,,,,
DAVIS.T,19810606,800,0.00,,95,63,,C,,,63.0,79.0,102,84,0.65,635,,,,
DAVIS.T,19810607,800,0.00,,90,58,,PC,,,56.0,76.0,100,82,0.54,670,,,,
DAVIS.T,19810608,800,0.00,,86,60,,PC,,,64.0,75.0,98,82,0.43,671,,,,
DAVIS.T,19810609,800,0.00,,88,55,,PC,,,58.0,70.0,98,79,0.48,682,,,,
DAVIS.T,19810610,800,0.00,,90,55,,PC,,,57.0,66.0,96,78,0.54,683,,,,
DAVIS.T,19810611,800,0.00,,89,55,,PC,,,56.0,75.0,96,79,0.41,670,,,,
DAVIS.T,19810612,800,0.00,,80,55,,C,,,57.0,68.0,94,77,0.51,692,,,,
DAVIS.T,19810613,800,0.00,,80,47,,C,,,49.0,65.0,91,76,0.48,694,,,,
DAVIS.T,19810614,800,0.00,,85,60,,C,,,52.0,68.0,90,76,0.59,681,,,,
DAVIS.T,19810615,800,0.00,,96,66,,C,,,58.0,77.0,96,77,0.85,672,,,,
DAVIS.T,19810616,800,0.00,,101,59,,C,,,60.0,79.0,100,79,0.63,688,,,,
DAVIS.T,19810617,800,0.00,,96,63,,C,,,57.0,76.0,97,82,0.68,703,,,,
DAVIS.T,19810618,800,0.00,,100,53,,C,,,62.0,84.0,98,82,0.76,706,,,,
DAVIS.T,19810619,800,0.00,,104,80,,C,,,68.0,87.0,102,86,0.91,707,,,,
DAVIS.T,19810620,800,0.00,,102,67,,C,,,65.0,86.0,104,86,0.83,701,,,,
DAVIS.T,19810621,800,0.00,,104,69,,C,,,63.0,87.0,104,87,0.57,704,,,,
DAVIS.T,19810622,800,0.00,,106,68,,C,,,62.0,89.0,106,87,0.65,707,,,,
DAVIS.T,19810623,800,0.00,,98,64,,C,,,64.0,80.0,104,86,0.59,687,,,,
DAVIS.T,19810624,800,0.00,,99,55,,C,,,,,104,83,0.56,691,,,,
DAVIS.T,19810625,800,0.00,,99,56,,C,,,62.0,72.0,103,83,0.52,691,,,,
DAVIS.T,19810626,800,0.00,,102,58,,HZ,,,64.0,74.0,105,84,0.46,678,,,,
DAVIS.T,19810627,800,0.00,,103,58,,C,,,63.0,82.0,104,85,0.52,657,,,,
DAVIS.T,19810628,800,0.00,,101,61,,C,,,63.0,80.0,104,85,0.56,654,,,,
DAVIS.T,19810629,800,0.00,,93,58,,C,,,59.0,68.0,102,84,0.52,686,,,,
DAVIS.T,19810630,800,0.00,,91,53,,PC,,,61.0,70.0,100,82,0.51,707,,,,
DAVIS.T,19810701,800,0.00,,93,55,,,,,60.0,67.0,100,80,0.51,687,,,,
DAVIS.T,19810702,800,0.00,,97,55,,,,,60.0,70.0,101,80,0.47,705,,,,
DAVIS.T,19810703,800,0.00,,101,56,,C,,,60.0,71.0,104,82,0.50,703,,,,
DAVIS.T,19810704,800,0.00,,102,59,,PC,,,62.0,74.0,102,84,0.47,700,,,,
DAVIS.T,19810705,800,0.00,,93,68,,PC,,,65.0,79.0,100,87,0.48,707,,,,
DAVIS.T,19810706,800,0.00,,96,57,,C,,,63.0,73.0,102,83,0.53,703,,,,
DAVIS.T,19810707,800,0.00,,89,62,,C,,,54.0,69.0,96,82,0.65,699,,,,
DAVIS.T,19810708,800,0.00,,97,55,,,,,57.0,72.0,101,80,0.62,705,,,,
DAVIS.T,19810709,800,0.00,,95,55,,C,,,59.0,75.0,100,80,0.63,706,,,,
DAVIS.T,19810710,800,0.00,,91,51,,C,,,59.0,69.0,100,80,0.31,675,,,,
DAVIS.T,19810711,800,0.00,,88,51,,C,,,58.0,66.0,98,80,0.45,668,,,,
DAVIS.T,19810712,800,0.00,,91,51,,C,,,56.0,66.0,98,78,0.50,687,,,,
DAVIS.T,19810713,800,0.00,,96,51,,C,,,59.0,76.0,100,78,0.41,698,,,,
DAVIS.T,19810714,800,0.00,,101,59,,C,,,65.0,82.0,103,80,0.55,701,,,,
DAVIS.T,19810715,800,0.00,,101,56,,C,,,62.0,74.0,103,82,0.52,675,,,,
DAVIS.T,19810716,800,0.00,,90,49,,C,,,56.0,62.0,99,80,0.57,680,,,,
DAVIS.T,19810717,800,0.00,,85,49,,F,,,50.0,60.0,96,78,0.43,673,,,,
DAVIS.T,19810718,800,0.00,,94,51,,C,,,56.0,61.0,100,77,0.40,676,,,,
DAVIS.T,19810719,800,0.00,,98,51,,C,,,60.0,67.0,102,80,0.35,682,,,,
DAVIS.T,19810720,800,0.00,,101,54,,C,,,60.0,68.0,102,81,0.47,690,,,,
DAVIS.T,19810721,800,0.00,,101,53,,C,,,60.0,69.0,104,81,0.47,663,,,,
DAVIS.T,19810722,800,0.00,,99,56,,PC,,,59.0,67.0,102,82,0.44,677,,,,
DAVIS.T,19810723,800,0.00,,98,48,,PC,,,57.0,62.0,102,80,0.50,634,,,,
DAVIS.T,19810724,800,0.00,,97,54,,C,,,59.0,65.0,101,80,0.40,666,,,,
DAVIS.T,19810725,800,0.00,,100,52,,C,,,61.0,70.0,103,81,0.39,664,,,,
DAVIS.T,19810726,800,0.00,,95,56,,C,,,60.0,69.0,102,82,0.56,669,,,,
DAVIS.T,19810727,800,0.00,,91,56,,C,W,3,59.0,67.0,100,82,0.46,670,,,,
DAVIS.T,19810728,800,0.00,,94,54,,C,W,3,60.0,66.0,100,81,0.43,662,,,,
DAVIS.T,19810729,800,0.00,,92,54,,C,,,,,99,80,0.44,668,,,,
DAVIS.T,19810730,800,0.00,,87,50,,C,W,3,59.0,66.0,98,78,0.43,657,,,,
DAVIS.T,19810731,800,0.00,,86,49,,C,SW,2,57.0,63.0,97,77,0.41,667,,,,
DAVIS.T,19810801,800,0.00,,85,52,,C,NW,1,57.0,63.0,96,77,0.43,668,,,,
DAVIS.T,19810802,800,0.00,,87,52,,C,NW,2,58.0,63.0,97,78,0.36,659,,,,
DAVIS.T,19810803,800,0.00,,87,52,,C,NW,5,58.0,65.0,98,78,0.36,659,,,,
DAVIS.T,19810804,800,0.00,,90,53,,C,N,3,58.0,64.0,99,78,0.41,657,,,,
DAVIS.T,19810805,800,0.00,,99,53,,C,S,1,62.0,70.0,102,79,0.39,654,,,,
DAVIS.T,19810806,800,0.00,,102,55,,C,NE,3,62.0,72.0,102,80,0.39,639,,,,
DAVIS.T,19810807,900,0.00,,105,60,,C,N,1,66.0,77.0,104,84,0.43,643,,,,
DAVIS.T,19810808,900,0.00,,104,58,,C,N,2,63.0,74.0,104,84,0.52,640,,,,
DAVIS.T,19810809,900,0.00,,92,59,,C,S,2,61.0,70.0,100,84,0.42,633,,,,
DAVIS.T,19810810,900,0.00,,87,56,,HZ,S,2,60.0,67.0,98,81,0.38,639,,,,
DAVIS.T,19810811,900,0.00,,87,58,,C,NW,1,62.0,67.0,98,81,0.40,633,,,,
DAVIS.T,19810812,900,0.00,,86,57,,C,0,0,61.0,68.0,97,80,0.39,639,,,,
DAVIS.T,19810813,900,0.00,,85,55,,C,SW,3,60.0,66.0,96,79,0.42,629,,,,
