"University of California Statewide Integrated Pest Management Program"
"How to Manage Pests: California Weather Data"
"Retrieve data in comma delimited data file format"
" "
"Weather database request:  "
" "
"Time Period: January 1, 1981 to March 4, 2016, retrieved on March 5, 2016"
" (12847 days)"
" "
"To save this text, you can:"
"Select SAVE AS and TEXT from the top menu of your browser, or"
"copy and paste the data to a new document in a word processor"
"and save it as text."
" "
"Note: Only 96% of requested data were available from station DAVIS.T.    See Retrieval Table."
" "
"                     Retrieval Table"
"                     Stations used to fill in missing data"
" "
"                     Data Values  Data Values  Data Values  Data Values  Data Values"
"                        from         from         from         from        Missing"
"Variable             Station      Backup 1     Backup 2     Averages"
"Precipitation        12763           42           41            1            0        "
"                     DAVIS.T      DAVIS.C      DAVIS.A      DAVIS.C      "
"Air Temps, max/min   12586          112          144            5            0        "
"                     DAVIS.T      DAVIS.C      DAVIS.A      DAVIS.C      "
"Air Temps, observed  11598            0            0            0         1249        "
"                     DAVIS.T      none         none         none         "
"Soil Temps, max/min  12216           88            0          543            0        "
"                     DAVIS.T      DAVIS.C      none         DAVIS.C      "
" "
"Variable   Description                   Units"
"   1       Database name                 "
"   2       Date: year,month,day          yyyymmdd"
"   3       Observation time              hhmm"
"   4       Precipitation, amount         Millimeters"
"   5       Precipitation, type           (coded)"
"   6       Air temperature, maximum      Celsius"
"   7       Air temperature, minimum      Celsius"
"   8       Air temperature, observed     Celsius"
"   9       Weather conditions            (coded)"
"  10       Wind, direction               N,NE,E,SE,S,SW,W,NW, 0=calm"
"  11       Wind, speed                   Meters per second"
"  12       Bulb temperature, wet         Celsius"
"  13       Bulb temperature, dry         Celsius"
"  14       Soil temperature, maximum     Celsius"
"  15       Soil temperature, minimum     Celsius"
"  16       Pan evaporation               Millimeters"
"  17       Solar radiation               Watts per sq. meters"
"  18       Reference evapotranspiration  Millimeters"
"  19       Relative humidity, minimum    Percent"
"  20       Relative humidity, maximum    Percent"
" "
"Station","Date","Time","Precip","type","Air max","min","obs","Wx","Wind dir","speed","Bulb wet","dry","Soil max","min","Evap","Solar","ETo","RH max","min"
DAVIS.T,19810327,800,0.000,,20.6,4.4,,,,,,,21.1,11.1,,,,,
DAVIS.T,19810328,800,0.000,,22.8,6.1,,,,,,,23.9,11.7,,,,,
DAVIS.T,19810329,800,0.000,,18.3,9.4,,,,,,,22.8,12.2,,,,,
DAVIS.T,19810330,800,0.000,,17.8,1.1,,,,,,,21.1,11.1,,,,,
DAVIS.T,19810331,800,0.000,,17.2,2.8,,,,,,,20.0,12.2,,,,,
DAVIS.T,19810401,800,0.000,,17.8,6.1,,,,,,,22.2,12.2,,,,,
DAVIS.T,19810402,800,0.000,,20.0,5.6,,,,,,,21.7,12.8,,,,,
DAVIS.T,19810403,800,0.000,,19.4,1.7,,,,,,,22.8,12.2,,,,,
DAVIS.T,19810404,800,0.000,,23.9,4.4,,,,,,,23.9,12.2,,,,,
DAVIS.T,19810405,800,0.000,,24.4,5.0,,,,,,,25.6,13.3,,,,,
DAVIS.T,19810406,800,0.000,,21.7,6.1,,,,,,,24.4,14.4,,,,,
DAVIS.T,19810407,800,0.000,,22.2,6.1,,,,,,,25.0,15.6,,,,,
DAVIS.T,19810408,800,0.000,,20.6,2.8,,,,,,,25.0,14.4,,,,,
DAVIS.T,19810409,800,0.000,,22.2,4.4,,,,,,,25.6,14.4,,,,,
DAVIS.T,19810410,800,0.000,,19.4,5.0,,,,,,,24.4,15.0,,,,,
DAVIS.T,19810411,800,0.000,,20.0,2.2,,,,,,,25.0,13.3,,,,,
DAVIS.T,19810412,800,0.000,,22.2,2.2,,,,,,,23.9,13.9,,,,,
DAVIS.T,19810413,800,0.000,,25.6,2.8,,,,,,,26.1,14.4,,,,,
DAVIS.T,19810414,800,0.000,,26.7,3.9,,,,,,,27.8,14.4,,,,,
DAVIS.T,19810415,800,0.000,,24.4,4.4,,,,,,,25.6,16.1,,,,,
DAVIS.T,19810416,800,0.000,,25.6,5.6,,,,,,,27.2,16.1,,,,,
DAVIS.T,19810417,800,0.000,,25.6,10.0,,,,,,,27.8,16.7,,,,,
DAVIS.T,19810418,800,0.000,,17.2,8.9,,,,,,,21.7,17.8,,,,,
DAVIS.T,19810419,800,5.584,R,12.2,9.4,,,,,,,16.7,16.1,,,,,
DAVIS.T,19810420,800,3.553,R,19.4,3.9,,,,,,,22.8,12.8,,,,,
DAVIS.T,19810421,800,0.000,,25.6,7.2,,,,,,,26.7,13.3,,,,,
DAVIS.T,19810422,800,0.000,,29.4,13.3,,,,,,,30.0,15.6,,,,,
DAVIS.T,19810423,800,0.000,,30.0,12.2,,,,,,,30.6,19.4,,,,,
DAVIS.T,19810424,800,0.000,,27.2,10.6,,,,,,,29.4,19.4,,,,,
DAVIS.T,19810425,800,0.000,,18.9,8.9,,,,,,,22.2,18.9,,,,,
DAVIS.T,19810426,800,1.015,R,19.4,5.0,,,,,,,23.3,15.0,,,,,
DAVIS.T,19810427,800,0.000,,27.8,7.8,,,,,,,26.1,15.6,,,,,
DAVIS.T,19810428,800,0.000,,33.3,16.7,,,,,,,30.0,16.7,,,,,
DAVIS.T,19810429,800,0.000,,34.4,12.8,,,,,,,32.2,20.0,,,,,
DAVIS.T,19810430,800,0.000,,35.0,14.4,,,,,,,33.3,21.1,,,,,
DAVIS.T,19810501,800,0.000,,32.8,10.6,,,,,,,32.8,22.2,,,,,
DAVIS.T,19810502,800,0.000,,24.4,7.2,,,,,,,30.6,21.1,,,,,
DAVIS.T,19810503,800,0.000,,26.1,7.2,,,,,,,30.0,20.0,,,,,
DAVIS.T,19810504,800,0.000,,23.9,5.6,,,,,,,28.9,20.0,,,,,
DAVIS.T,19810505,800,0.000,,25.0,7.2,,,,,,,27.8,18.9,,,,,
DAVIS.T,19810506,800,0.000,,25.0,7.2,,,,,,,27.2,18.9,,,,,
DAVIS.T,19810507,800,0.000,,27.2,6.7,,,,,,,29.4,17.8,,,,,
DAVIS.T,19810508,800,0.000,,30.0,8.3,,,,,,,30.0,18.9,,,,,
DAVIS.T,19810509,800,0.000,,30.6,11.7,,,,,,,32.2,21.7,,,,,
DAVIS.T,19810510,800,0.000,,30.6,7.8,,,,,,,32.8,21.7,,,,,
DAVIS.T,19810511,800,0.000,,30.0,17.8,,,,,,,32.2,22.2,,,,,
DAVIS.T,19810512,800,0.000,,30.6,13.9,,,,,,,32.2,22.8,,,,,
DAVIS.T,19810513,800,0.000,,28.9,10.0,,,,,,,31.1,22.2,,,,,
DAVIS.T,19810514,800,0.000,,25.0,11.1,,,,,,,30.0,22.2,,,,,
DAVIS.T,19810515,800,0.000,,25.0,12.2,,,,,,,30.6,22.2,,,,,
DAVIS.T,19810516,800,0.000,,25.0,7.8,,,,,,,28.9,20.0,,,,,
DAVIS.T,19810517,800,0.000,,26.1,7.8,,,,,,,28.9,20.6,,,,,
DAVIS.T,19810518,800,1.269,R,21.1,13.3,,,,,,,25.0,21.1,,,,,
DAVIS.T,19810519,800,1.015,R,20.6,10.0,,,,,,,25.6,18.3,,,,,
DAVIS.T,19810520,800,0.254,R,23.9,5.6,,,,,,,28.9,17.2,,,,,
DAVIS.T,19810521,800,0.000,,25.6,8.9,,,,,,,30.6,17.8,,,,,
DAVIS.T,19810522,800,0.000,,29.4,11.1,,,,,,,32.2,20.6,,,,,
DAVIS.T,19810523,800,0.000,,31.1,13.9,,,,,,,34.4,23.3,,,,,
DAVIS.T,19810524,800,0.000,,31.1,15.0,,,,,,,34.4,25.0,,,,,
DAVIS.T,19810525,800,0.761,R,28.3,16.7,,,,,,,30.6,25.0,,,,,
DAVIS.T,19810526,800,0.000,,28.3,12.8,,,,,,,32.2,22.8,,,,,
DAVIS.T,19810527,800,0.000,,35.0,12.8,,,,,,,34.4,23.3,,,,,
DAVIS.T,19810528,800,0.000,,36.1,11.7,,,,,,,36.1,24.4,,,,,
DAVIS.T,19810529,800,0.000,,31.1,11.7,,,,,,,34.4,25.0,,,,,
DAVIS.T,19810530,800,0.000,,31.1,12.8,,,,,,,35.6,24.4,,,,,
DAVIS.T,19810531,800,0.000,,34.4,12.8,,,,,,,36.1,25.0,,,,,
DAVIS.T,19810601,800,0.000,,28.9,11.7,,,,,,,32.2,25.0,,,,,
DAVIS.T,19810602,800,0.000,,31.1,15.0,,,,,,,35.0,24.4,,,,,
DAVIS.T,19810603,800,0.000,,33.9,12.8,,,,,,,35.6,24.4,,,,,
DAVIS.T,19810604,800,0.000,,39.4,17.2,,,,,,,36.7,25.6,,,,,
DAVIS.T,19810605,800,0.000,,39.4,18.3,,,,,,,38.9,27.8,,,,,
DAVIS.T,19810606,800,0.000,,35.0,17.2,,,,,,,38.9,28.9,,,,,
DAVIS.T,19810607,800,0.000,,32.2,14.4,,,,,,,37.8,27.8,,,,,
DAVIS.T,19810608,800,0.000,,30.0,15.6,,,,,,,36.7,27.8,,,,,
DAVIS.T,19810609,800,0.000,,31.1,12.8,,,,,,,36.7,26.1,,,,,
DAVIS.T,19810610,800,0.000,,32.2,12.8,,,,,,,35.6,25.6,,,,,
DAVIS.T,19810611,800,0.000,,31.7,12.8,,,,,,,35.6,26.1,,,,,
DAVIS.T,19810612,800,0.000,,26.7,12.8,,,,,,,34.4,25.0,,,,,
DAVIS.T,19810613,800,0.000,,26.7,8.3,,,,,,,32.8,24.4,,,,,
DAVIS.T,19810614,800,0.000,,29.4,15.6,,,,,,,32.2,24.4,,,,,
DAVIS.T,19810615,800,0.000,,35.6,18.9,,,,,,,35.6,25.0,,,,,
DAVIS.T,19810616,800,0.000,,38.3,15.0,,,,,,,37.8,26.1,,,,,
DAVIS.T,19810617,800,0.000,,35.6,17.2,,,,,,,36.1,27.8,,,,,
DAVIS.T,19810618,800,0.000,,37.8,11.7,,,,,,,36.7,27.8,,,,,
DAVIS.T,19810619,800,0.000,,40.0,26.7,,,,,,,38.9,30.0,,,,,
DAVIS.T,19810620,800,0.000,,38.9,19.4,,,,,,,40.0,30.0,,,,,
DAVIS.T,19810621,800,0.000,,40.0,20.6,,,,,,,40.0,30.6,,,,,
DAVIS.T,19810622,800,0.000,,41.1,20.0,,,,,,,41.1,30.6,,,,,
DAVIS.T,19810623,800,0.000,,36.7,17.8,,,,,,,40.0,30.0,,,,,
DAVIS.T,19810624,800,0.000,,37.2,12.8,,,,,,,40.0,28.3,,,,,
DAVIS.T,19810625,800,0.000,,37.2,13.3,,,,,,,39.4,28.3,,,,,
DAVIS.T,19810626,800,0.000,,38.9,14.4,,,,,,,40.6,28.9,,,,,
DAVIS.T,19810627,800,0.000,,39.4,14.4,,,,,,,40.0,29.4,,,,,
DAVIS.T,19810628,800,0.000,,38.3,16.1,,,,,,,40.0,29.4,,,,,
DAVIS.T,19810629,800,0.000,,33.9,14.4,,,,,,,38.9,28.9,,,,,
DAVIS.T,19810630,800,0.000,,32.8,11.7,,,,,,,37.8,27.8,,,,,
DAVIS.T,19810701,800,0.000,,33.9,12.8,,,,,,,37.8,26.7,,,,,
DAVIS.T,19810702,800,0.000,,36.1,12.8,,,,,,,38.3,26.7,,,,,
DAVIS.T,19810703,800,0.000,,38.3,13.3,,,,,,,40.0,27.8,,,,,
DAVIS.T,19810704,800,0.000,,38.9,15.0,,,,,,,38.9,28.9,,,,,
DAVIS.T,19810705,800,0.000,,33.9,20.0,,,,,,,37.8,30.6,,,,,
DAVIS.T,19810706,800,0.000,,35.6,13.9,,,,,,,38.9,28.3,,,,,
DAVIS.T,19810707,800,0.000,,31.7,16.7,,,,,,,35.6,27.8,,,,,
DAVIS.T,19810708,800,0.000,,36.1,12.8,,,,,,,38.3,26.7,,,,,
DAVIS.T,19810709,800,0.000,,35.0,12.8,,,,,,,37.8,26.7,,,,,
DAVIS.T,19810710,800,0.000,,32.8,10.6,,,,,,,37.8,26.7,,,,,
DAVIS.T,19810711,800,0.000,,31.1,10.6,,,,,,,36.7,26.7,,,,,
DAVIS.T,19810712,800,0.000,,32.8,10.6,,,,,,,36.7,25.6,,,,,
DAVIS.T,19810713,800,0.000,,35.6,10.6,,,,,,,37.8,25.6,,,,,
DAVIS.T,19810714,800,0.000,,38.3,15.0,,,,,,,39.4,26.7,,,,,
DAVIS.T,19810715,800,0.000,,38.3,13.3,,,,,,,39.4,27.8,,,,,
DAVIS.T,19810716,800,0.000,,32.2,9.4,,,,,,,37.2,26.7,,,,,
DAVIS.T,19810717,800,0.000,,29.4,9.4,,,,,,,35.6,25.6,,,,,
DAVIS.T,19810718,800,0.000,,34.4,10.6,,,,,,,37.8,25.0,,,,,
DAVIS.T,19810719,800,0.000,,36.7,10.6,,,,,,,38.9,26.7,,,,,
DAVIS.T,19810720,800,0.000,,38.3,12.2,,,,,,,38.9,27.2,,,,,
DAVIS.T,19810721,800,0.000,,38.3,11.7,,,,,,,40.0,27.2,,,,,
DAVIS.T,19810722,800,0.000,,37.2,13.3,,,,,,,38.9,27.8,,,,,
DAVIS.T,19810723,800,0.000,,36.7,8.9,,,,,,,38.9,26.7,,,,,
DAVIS.T,19810724,800,0.000,,36.1,12.2,,,,,,,38.3,26.7,,,,,
DAVIS.T,19810725,800,0.000,,37.8,11.1,,,,,,,39.4,27.2,,,,,
DAVIS.T,19810726,800,0.000,,35.0,13.3,,,,,,,38.9,27.8,,,,,
DAVIS.T,19810727,800,0.000,,32.8,13.3,,,,,,,37.8,27.8,,,,,
DAVIS.T,19810728,800,0.000,,34.4,12.2,,,,,,,37.8,27.2,,,,,
DAVIS.T,19810729,800,0.000,,33.3,12.2,,,,,,,37.2,26.7,,,,,
DAVIS.T,19810730,800,0.000,,30.6,10.0,,,,,,,36.7,25.6,,,,,
DAVIS.T,19810731,800,0.000,,30.0,9.4,,,,,,,36.1,25.0,,,,,
DAVIS.T,19810801,800,0.000,,29.4,11.1,,,,,,,35.6,25.0,,,,,
DAVIS.T,19810802,800,0.000,,30.6,11.1,,,,,,,36.1,25.6,,,,,
DAVIS.T,19810803,800,0.000,,30.6,11.1,,,,,,,36.7,25.6,,,,,
DAVIS.T,19810804,800,0.000,,32.2,11.7,,,,,,,37.2,25.6,,,,,
DAVIS.T,19810805,800,0.000,,37.2,11.7,,,,,,,38.9,26.1,,,,,
DAVIS.T,19810806,800,0.000,,38.9,12.8,,,,,,,38.9,26.7,,,,,
DAVIS.T,19810807,900,0.000,,40.6,15.6,,,,,,,40.0,28.9,,,,,
DAVIS.T,19810808,900,0.000,,40.0,14.4,,,,,,,40.0,28.9,,,,,
DAVIS.T,19810809,900,0.000,,33.3,15.0,,,,,,,37.8,28.9,,,,,
DAVIS.T,19810810,900,0.000,,30.6,13.3,,,,,,,36.7,27.2,,,,,
DAVIS.T,19810811,900,0.000,,30.6,14.4,,,,,,,36.7,27.2,,,,,
DAVIS.T,19810812,900,0.000,,30.0,13.9,,,,,,,36.1,26.7,,,,,
DAVIS.T,19810813,900,0.000,,29.4,12.8,,,,,,,35.6,26.1,,,,,
DAVIS.T,19810814,900,0.000,,32.2,11.1,,,,,,,35.6,25.0,,,,,
DAVIS.T,19810815,900,0.000,,34.4,13.9,,,,,,,37.2,25.6,,,,,
DAVIS.T,19810816,900,0.000,,36.1,12.2,,,,,,,37.8,26.7,,,,,
DAVIS.T,19810817,900,0.000,,33.9,12.8,,,,,,,36.7,26.7,,,,,
DAVIS.T,19810818,900,0.000,,28.9,12.8,,,,,,,35.0,26.1,,,,,
DAVIS.T,19810819,900,0.000,,26.7,11.7,,,,,,,33.9,24.4,,,,,
DAVIS.T,19810820,900,0.000,,29.4,9.4,,,,,,,35.0,23.9,,,,,
DAVIS.T,19810821,900,0.000,,33.3,10.0,,,,,,,36.1,24.4,,,,,
DAVIS.T,19810822,900,0.000,,32.8,11.1,,,,,,,36.1,24.4,,,,,
DAVIS.T,19810823,900,0.000,,28.3,11.7,,,,,,,33.9,24.4,,,,,
DAVIS.T,19810824,900,0.000,,30.0,10.0,,,,,,,34.4,23.9,,,,,
DAVIS.T,19810825,900,0.000,,31.1,9.4,,,,,,,35.0,23.9,,,,,
DAVIS.T,19810826,900,0.000,,35.6,10.6,,,,,,,36.1,23.9,,,,,
DAVIS.T,19810827,900,0.000,,39.4,13.9,,,,,,,37.2,25.6,,,,,
DAVIS.T,19810828,900,0.000,,38.3,13.9,,,,,,,37.8,26.1,,,,,
DAVIS.T,19810829,900,0.000,,37.2,11.1,,,,,,,36.7,25.6,,,,,
DAVIS.T,19810830,900,0.000,,32.2,11.7,,,,,,,35.6,25.6,,,,,
DAVIS.T,19810831,900,0.000,,36.7,12.8,,,,,,,35.6,25.6,,,,,
DAVIS.T,19810901,900,0.000,,33.3,11.1,,,,,,,35.0,25.6,,,,,
DAVIS.T,19810902,900,0.000,,32.2,11.1,,,,,,,35.0,24.4,,,,,
DAVIS.T,19810903,900,0.000,,31.1,10.0,,,,,,,35.0,24.4,,,,,
DAVIS.T,19810904,900,0.000,,32.8,8.9,,,,,,,35.0,23.9,,,,,
DAVIS.T,19810905,900,0.000,,35.6,13.3,,,,,,,35.6,25.0,,,,,
DAVIS.T,19810906,900,0.000,,34.4,13.3,,,,,,,35.6,25.6,,,,,
DAVIS.T,19810907,900,0.000,,32.2,11.1,,,,,,,34.4,25.0,,,,,
DAVIS.T,19810908,900,0.000,,33.3,12.2,,,,,,,35.0,24.4,,,,,
DAVIS.T,19810909,900,0.000,,31.1,12.2,,,,,,,34.4,24.4,,,,,
DAVIS.T,19810910,900,0.000,,35.0,11.7,,,,,,,35.6,24.4,,,,,
DAVIS.T,19810911,900,0.000,,34.4,12.8,,,,,,,35.6,25.0,,,,,
DAVIS.T,19810912,900,0.000,,30.6,12.8,,,,,,,34.4,25.6,,,,,
DAVIS.T,19810913,900,0.000,,30.0,15.6,,,,,,,33.9,25.6,,,,,
DAVIS.T,19810914,900,0.000,,30.0,12.2,,,,,,,33.3,24.4,,,,,
DAVIS.T,19810915,900,0.000,,31.7,12.8,,,,,,,34.4,24.4,,,,,
